Source IP,Destination IP,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,RST Flag Count,Label
192.168.1.11,192.168.1.53,TCP,27088.615716207856,153,5,314.43043645272854,41.15830552015919,35.39136367215371,38.82493904790357,53370.361916115115,203.66786966524188,39,2,18,Bruteforce
192.168.1.38,192.168.1.48,UDP,484473.70273554104,7,15,1391.2142160597414,2659.2006405688594,33.44401533531665,155.54096657035248,2521.7593600377268,34.28751903050493,2,3,0,BENIGN
192.168.1.56,192.168.1.3,ICMP,441529.1732868872,17,11,1686.0886573447872,1403.5031077689912,78.77791783707576,132.65285305127645,2139.774235128185,9.281864900121997,1,9,0,BENIGN
192.168.1.56,192.168.1.53,ICMP,644324.6814719368,8,11,1715.0453813624652,1064.3297551520325,70.13639782555657,128.18430949854914,2761.337685502229,19.07557742719631,2,12,0,BENIGN
192.168.1.5,192.168.1.2,TCP,786192.2740020322,13,15,1591.1482723886174,1569.1511752161769,92.68698453125339,113.50310411252285,3731.577964937768,1.0,0,10,0,BENIGN
192.168.1.18,192.168.1.17,TCP,631151.3642669581,19,9,785.0021050806315,1246.4538060362365,112.06868711856139,198.97216463078178,5128.201459594622,14.922446936264755,1,13,0,BENIGN
192.168.1.3,192.168.1.25,UDP,19189.808395485295,147,2,343.35379119440285,92.40297848173728,14.293835228371542,27.026051411073112,4399.165468757892,541.0203745644953,59,4,18,PortScan
192.168.1.31,192.168.1.17,TCP,210269.584043995,10,8,1101.513794511129,1121.3545066590245,120.58358370166027,165.7217539149055,3191.179987920365,31.241328900318855,0,12,0,BENIGN
192.168.1.5,192.168.1.3,TCP,490578.9915284067,12,12,1491.579327578954,1133.4123768358245,92.67622421541982,157.7077430309157,4210.243043749403,29.251758009578612,0,10,0,BENIGN
192.168.1.40,192.168.1.12,ICMP,299681.4724460191,8,5,881.9675200533211,970.2518044683295,106.24174063660205,99.76746341697734,1663.4978978794397,19.84675857359396,0,7,0,BENIGN
192.168.1.38,192.168.1.27,TCP,17032.12537131199,156,0,540.272161170941,123.56069888707718,15.370950172243209,32.20184160299266,73355.0066463121,573.9563742344375,44,2,25,DDoS
192.168.1.15,192.168.1.57,ICMP,501668.4954321742,11,11,1062.8252382304827,2324.7984614100724,83.08913108670363,212.9456686292595,3232.7334661737373,24.32130701257765,1,10,0,BENIGN
192.168.1.22,192.168.1.44,TCP,14584.606855140166,145,4,406.32321695846196,83.57109471616553,48.458754270604686,61.53829157232557,69272.97630643965,446.16519562943336,45,1,17,Bruteforce
192.168.1.59,192.168.1.7,UDP,506983.62099917914,12,12,1073.8874993520565,1462.692508583874,155.67645693981052,119.29798252118745,2282.739589948009,30.59300867594375,0,7,0,BENIGN
192.168.1.36,192.168.1.50,UDP,27275.12171071394,164,3,320.21443907057846,119.22681110042143,38.39992220128713,34.75336997204231,52896.978201757796,5.0,37,3,16,Bruteforce
192.168.1.57,192.168.1.33,ICMP,448075.68970479525,16,10,918.8466234248301,2156.5093025613673,100.16480715025693,130.141222131001,3949.8260728754894,28.93954854655017,1,8,1,BENIGN
192.168.1.45,192.168.1.19,UDP,21484.815463749248,141,4,299.8947378202555,18.226937095683617,10.0,32.899986326567145,77428.88797119763,506.32324533987435,53,1,21,DoS
192.168.1.18,192.168.1.30,ICMP,34732.82323315547,147,3,367.37124598828177,90.7095849996277,34.65619185904488,42.065792333932364,43185.08604230496,120.08684878599382,40,4,18,DoS
192.168.1.26,192.168.1.52,UDP,736877.8254472448,14,11,1710.0380959772463,2576.3010469284027,63.91596277596501,113.05267607850038,2593.42209639507,20.066129871841408,2,8,0,BENIGN
192.168.1.27,192.168.1.4,ICMP,12307.49526311818,157,2,406.50993404772913,99.07652569790301,33.48041168857042,57.82757575007983,61906.143720250286,184.01767101118895,41,0,20,DDoS
192.168.1.25,192.168.1.27,UDP,28138.82845087551,163,1,122.78999884893034,101.30362825123547,39.323336784109586,27.41730899120218,87042.62485908357,363.7590253689841,32,4,16,PortScan
192.168.1.56,192.168.1.21,UDP,321667.97696035926,6,10,1804.426780872016,953.0076403621861,97.8814871636477,82.92482982031581,2087.114046938593,14.153226715397857,2,10,0,BENIGN
192.168.1.10,192.168.1.6,UDP,17278.326327542476,156,1,499.81997904639053,22.196712483463173,47.408494477906885,23.978869329813655,35575.35395388673,363.77971356592684,43,0,20,DoS
192.168.1.53,192.168.1.31,TCP,545232.8460219356,10,8,862.4373704003984,1600.8416254334716,76.03513580720002,175.5864034519663,2184.4991445227024,9.953510312772423,3,9,0,BENIGN
192.168.1.23,192.168.1.29,TCP,444762.6564817954,10,9,1623.4095436065988,1495.6990687464224,138.20659703195622,166.78887326943502,2434.2474229534682,20.232877174065184,1,10,0,BENIGN
192.168.1.7,192.168.1.35,UDP,27648.53837308112,154,2,489.9962525879152,76.2935948008674,52.37915432979242,10.410636246883922,62475.61889335304,483.0394829770955,26,1,14,PortScan
192.168.1.48,192.168.1.14,UDP,628243.9629747033,12,9,1501.8930588721212,1592.3028967747507,86.40876627941043,84.66138990055437,2378.188606003766,16.22133108004557,0,5,1,BENIGN
192.168.1.17,192.168.1.42,UDP,14411.714349303655,162,0,352.8630053315043,68.45404620876198,44.39777934836025,47.14230559743474,24738.54542726338,177.17417983576058,43,2,19,DoS
192.168.1.54,192.168.1.36,UDP,442521.90182960185,12,6,1190.7644010255742,1004.667747656838,121.76332286539012,105.29163462214122,2711.0265478742895,31.296418024483273,2,6,1,BENIGN
192.168.1.42,192.168.1.16,UDP,427813.8314201882,8,4,1323.3514243594445,1344.3336522974882,93.70666900328048,150.61579654618924,4674.549780463767,7.408695547699711,0,6,0,BENIGN
192.168.1.31,192.168.1.40,TCP,25747.069271503737,166,1,323.37699954706164,95.55816018221235,53.66309630374574,33.023477098045696,51605.132438348424,226.29664084493191,36,2,21,PortScan
192.168.1.48,192.168.1.27,TCP,273743.99190022296,13,6,1297.9239172559655,751.3449654425162,89.46898457571214,90.96748397751564,1445.9923389856597,8.670802437256876,2,8,0,BENIGN
192.168.1.51,192.168.1.59,TCP,688311.1565729963,18,11,889.0503795913966,2218.533324854913,104.51673513579543,152.5398524073907,4461.371383936668,23.058603684868622,1,10,2,BENIGN
192.168.1.28,192.168.1.56,ICMP,463794.5817947951,7,18,1782.390118715159,2097.722047149501,84.26660212541029,135.064431638695,4802.294548905238,20.02446270959934,1,8,0,BENIGN
192.168.1.32,192.168.1.33,ICMP,492727.4149294016,10,13,1475.6256873535913,2006.221794344917,92.2280233451136,193.24684483044587,2691.3057723443685,44.095411622761276,0,10,1,BENIGN
192.168.1.4,192.168.1.59,UDP,16800.751091312915,166,0,603.7098136996211,65.15897374122164,34.24840726338673,27.824906619144308,39461.437340924436,638.4973871403963,30,4,12,Bruteforce
192.168.1.28,192.168.1.15,ICMP,360409.46679657314,12,10,1759.4055013912393,1821.0344288482895,137.88626771807137,94.38047169225621,2247.1282651947895,8.772878794317512,0,6,0,BENIGN
192.168.1.53,192.168.1.30,TCP,329360.9006955967,13,17,1741.0780680525331,1188.6333485259152,93.08651059110521,119.04729974053879,2998.166528409949,11.730587785423628,1,5,0,BENIGN
192.168.1.18,192.168.1.20,ICMP,375527.2426688706,17,8,1235.4874780126347,1061.861391211175,78.36266037910636,135.7920188900646,2205.5467951364526,12.938768822573023,2,12,0,BENIGN
192.168.1.41,192.168.1.46,TCP,464034.3480659612,9,8,1413.0438130944083,1333.8718484209905,56.61408478499997,157.1304181155659,4806.291719112725,19.239130737240966,2,9,0,BENIGN
192.168.1.22,192.168.1.33,ICMP,527358.3822085813,19,12,1118.259274218074,730.9079189177011,77.55844254635089,210.7556595828497,2723.547766786294,15.941358383721212,2,5,0,BENIGN
192.168.1.55,192.168.1.14,TCP,679875.5703015809,15,5,563.9980753191647,1123.57370887789,106.54978131444263,105.7860376038295,1698.4502145106542,30.366009594227577,0,7,0,BENIGN
192.168.1.48,192.168.1.33,UDP,724763.0413475485,15,5,1356.8548005319208,1156.258098641756,123.35073614223693,136.43296897637367,2840.2247972171363,19.9365849103118,1,9,0,BENIGN
192.168.1.17,192.168.1.52,TCP,548436.3845607084,14,17,1418.742719796023,1051.6213573364096,75.70965568724067,141.67529531536223,3210.6861753821927,11.754781563956161,0,7,0,BENIGN
192.168.1.23,192.168.1.26,TCP,601420.6077165287,16,5,783.8933542315243,2223.449456821525,122.57964160002433,97.90616273923317,3649.1000684705145,15.75004051951083,3,4,0,BENIGN
192.168.1.19,192.168.1.40,TCP,470525.2369402839,17,9,1125.0205987601807,1939.7133224670274,96.82013490953582,150.06993894276002,4274.503156343472,10.691363530523324,0,5,0,BENIGN
192.168.1.13,192.168.1.18,UDP,439965.0785141215,16,11,867.4868583790658,1293.0774954512017,93.31935000808835,137.6683498033798,3901.8314787114678,21.300224879272825,1,6,0,BENIGN
192.168.1.54,192.168.1.19,UDP,340637.8382210655,14,7,1290.862165004764,1842.238980805695,83.59516390219837,50.21843800998239,4198.812904376168,26.160922096432166,1,5,0,BENIGN
192.168.1.7,192.168.1.55,UDP,483043.94436929235,10,13,1811.9141222232097,1757.337244108657,86.93969936574426,99.86637095574005,2594.530540730209,12.52782620453075,2,10,0,BENIGN
192.168.1.43,192.168.1.8,ICMP,14803.647640866991,165,2,445.3763862888936,130.37545073740938,75.22574942317753,44.66433028930103,68333.44562654915,261.1825173012073,37,2,11,PortScan
192.168.1.8,192.168.1.14,UDP,481243.33762101736,14,11,670.5267317769236,1607.6763961968916,71.60358931244915,159.22437936256668,2990.5005340278585,21.80278616969035,1,9,0,BENIGN
192.168.1.17,192.168.1.38,TCP,557426.8563297718,15,15,1289.1522415478191,1910.7268941328457,135.25945277116418,184.82414147536474,1720.952055466276,20.337933660551176,0,8,0,BENIGN
192.168.1.25,192.168.1.4,TCP,18155.616827710484,164,1,438.20534147494897,75.17227591920322,35.8136436607732,52.93562325571532,18419.854822241083,331.7885023459372,39,2,15,DoS
192.168.1.24,192.168.1.43,TCP,442029.0690924637,15,9,1267.1538427184348,1450.6419708039682,45.97954316198918,184.63111997690518,4195.96929585826,27.918254474653146,0,11,0,BENIGN
192.168.1.42,192.168.1.10,ICMP,446645.2526643448,16,12,788.3212834025469,1837.219649480403,79.43807868740487,170.20872032961333,3081.930767578363,20.219947928625352,0,2,2,BENIGN
192.168.1.55,192.168.1.26,ICMP,14202.117580234524,149,1,522.3149348230054,71.0557586693309,10.402672021844865,33.77033941140575,53374.328547195546,532.5669486454375,42,2,16,DoS
192.168.1.36,192.168.1.36,TCP,579834.9029397372,15,10,899.4219198967303,2265.1715138800605,125.02856258372702,185.98182120291753,1191.0320700386733,27.544870443173785,3,8,0,BENIGN
192.168.1.22,192.168.1.6,UDP,846774.6688464244,14,10,1337.1301180356602,984.36339143083,37.00083768819157,186.08331535952874,2581.382482155549,20.850250266159183,0,10,0,BENIGN
192.168.1.40,192.168.1.18,ICMP,432133.94907309243,9,10,1893.533277548394,1296.5256750010158,91.14282084638704,97.53232540261953,1257.674744832771,15.196530045488585,0,6,0,BENIGN
192.168.1.41,192.168.1.46,ICMP,667675.1600824583,14,13,934.338729389426,1837.3451262394362,86.01433499127228,228.48453048164575,2788.931825942032,21.303273396438158,0,8,1,BENIGN
192.168.1.37,192.168.1.28,TCP,655071.4162098465,15,8,1113.5336522572081,2052.3727959869843,78.64627155657666,108.32598229099618,3123.860319774294,19.738527473119873,1,10,1,BENIGN
192.168.1.51,192.168.1.23,UDP,20146.358123437378,181,2,443.03993536591673,95.53161250286315,20.487760336943627,29.479183520713324,88739.06947565134,383.8261573713721,42,4,13,DDoS
192.168.1.10,192.168.1.56,ICMP,491608.1851932098,12,10,2000.402800666772,2258.341664638373,117.19138864690483,84.92335990989572,3836.8275525699064,9.209394279643444,0,9,1,BENIGN
192.168.1.59,192.168.1.46,UDP,11779.522858333907,140,1,198.73927358832364,14.84158298394317,41.05130819034538,22.433780642508847,23653.068830007458,651.5018856635312,38,0,14,Bruteforce
192.168.1.7,192.168.1.32,TCP,364844.8956117572,15,14,1585.8539214993825,1216.494101374246,72.64922524122524,115.89578344894298,2364.004106867973,29.632719736581713,3,7,0,BENIGN
192.168.1.45,192.168.1.46,TCP,348792.8193688958,17,11,1128.92401255833,1819.8993002154093,112.99193996152093,149.79922291324507,4768.63591837736,33.74485813390814,0,11,0,BENIGN
192.168.1.29,192.168.1.58,TCP,11118.56130712136,174,3,349.8666017359217,82.89623748231429,66.37624868554576,27.203807412388695,76456.63957430287,427.66257498113123,44,1,18,DDoS
192.168.1.28,192.168.1.16,ICMP,446370.4837168197,11,10,773.9560996414536,2416.9400626050683,135.16758105486144,137.2752255160553,2640.4800658515574,21.19383711646638,1,15,0,BENIGN
192.168.1.2,192.168.1.5,UDP,408185.48014102876,16,12,984.4596072702434,1528.9875505736347,78.74572788549501,148.57483378433767,6478.393494508042,24.041010801433195,1,5,1,BENIGN
192.168.1.21,192.168.1.49,TCP,355181.49831322033,7,11,1481.7673348516294,1500.9242532886476,112.56715804991984,117.87424325649974,1506.1649656483103,27.678682177224644,2,9,0,BENIGN
192.168.1.15,192.168.1.23,ICMP,674741.6667782192,11,12,693.4686214853446,1319.5101497372082,118.15288735602466,126.67933182945427,3625.445951101357,28.32376442974596,0,11,1,BENIGN
192.168.1.30,192.168.1.37,UDP,142809.89898171189,11,9,1879.2254013533156,454.2806528110316,170.29710286618672,128.55417552749742,3082.0334753897882,22.6234367500431,3,8,1,BENIGN
192.168.1.33,192.168.1.58,UDP,385175.7048436626,9,9,1350.594942128553,1054.7554749720816,50.08305011690489,153.48009802174545,3143.867665152621,12.65757024118944,0,12,0,BENIGN
192.168.1.42,192.168.1.45,UDP,375955.1234679589,16,8,1119.0995587839604,1438.31788759331,71.72774449296028,109.81276769549208,3024.807415579755,21.76852183716546,0,14,1,BENIGN
192.168.1.30,192.168.1.39,UDP,294749.85536733235,19,8,1094.9815829471904,1175.8945096602642,92.3152840121375,152.8825480470151,1638.2407763347321,17.35440068071108,1,8,0,BENIGN
192.168.1.20,192.168.1.17,TCP,428306.1631148651,11,7,1606.261132963031,1301.9345849846122,94.05226708907935,89.59521627495644,3313.7209324001587,15.532290545701983,2,7,0,BENIGN
192.168.1.39,192.168.1.21,ICMP,534615.9192432916,16,15,1144.8508944795203,1606.687481460033,82.10850988925274,86.63069407347226,2372.3949990724386,28.293276004329527,0,5,1,BENIGN
192.168.1.29,192.168.1.21,ICMP,510819.42615708045,17,12,804.7782571028184,1151.9441605104025,82.99829894350225,187.54217340310234,1643.3414869336154,25.54341781911294,2,5,1,BENIGN
192.168.1.6,192.168.1.4,TCP,24019.77488014083,152,1,496.63688522502787,61.31800942917087,39.25643927034787,22.477442209713114,49475.94722071097,615.2614355264799,40,1,19,DoS
192.168.1.26,192.168.1.14,TCP,506628.48793340585,14,10,1783.52877471998,1927.9938756899269,60.370106034697365,116.2712087927438,4216.69477294119,34.641243682065806,1,5,1,BENIGN
192.168.1.36,192.168.1.40,ICMP,17790.45263846906,157,1,437.6854306169865,157.6241071022191,45.14305767502394,21.43430846457087,65580.07174664986,346.9189957612565,46,1,11,Bruteforce
192.168.1.3,192.168.1.11,UDP,201378.20073140034,7,12,87.70150654782083,709.4080629991714,108.64052491885117,99.91578211648303,1851.4706587943206,14.712981736404876,0,7,0,BENIGN
192.168.1.11,192.168.1.12,ICMP,523069.6520804303,9,7,1167.331568842963,1625.3018389845292,63.35606298529864,180.76681304340994,3918.1922931906884,24.88875320699215,2,8,0,BENIGN
192.168.1.10,192.168.1.37,TCP,485573.1594615002,9,11,1051.2829794372076,1254.9994549721876,105.06987274896069,105.74305702635783,3231.9498371328773,11.616919218704153,1,11,0,BENIGN
192.168.1.42,192.168.1.46,UDP,708714.9768882969,14,7,983.1028864056266,1108.881775287653,130.1658617436851,160.34227707444975,3264.36740612904,29.006064070955727,0,9,0,BENIGN
192.168.1.10,192.168.1.29,TCP,23625.85651622382,166,2,535.3429415414722,39.19065577641991,45.171684524047286,35.599121547826314,44535.246141635915,479.4537340259292,45,2,8,Bruteforce
192.168.1.56,192.168.1.54,TCP,176366.42385470675,14,9,1430.9056773443347,1736.1138750985117,104.4409866552864,235.93871004397892,3075.2379688169594,21.502288115420043,2,8,0,BENIGN
192.168.1.42,192.168.1.23,TCP,645411.4686122308,12,10,1672.9740287738937,934.7429862923215,140.51875455675795,128.4122344076045,2460.6978677486927,22.76074531899512,1,7,0,BENIGN
192.168.1.56,192.168.1.33,TCP,310598.82319725165,14,7,688.3742225699625,605.145445738969,157.7811864212338,149.302906609175,3884.307994036333,7.72400271108374,1,8,0,BENIGN
192.168.1.15,192.168.1.35,TCP,548590.9463129027,14,7,919.2795274940543,1758.7632956002772,102.15943978354842,195.99853347874284,2739.045124234662,16.80492171800669,0,7,0,BENIGN
192.168.1.55,192.168.1.16,TCP,402840.85353825294,10,12,1939.3909938731076,1710.1581943994956,64.49944215192548,149.35576001068452,2878.201364673459,24.43426041205032,0,12,0,BENIGN
192.168.1.37,192.168.1.12,TCP,421911.73807168833,14,14,910.4087006737644,2447.235497912949,159.76966811462486,100.6452049474203,3051.006542856479,17.821166483676414,3,12,0,BENIGN
192.168.1.31,192.168.1.4,UDP,13408.598863747378,157,5,433.80648739585615,90.9476302381152,31.555717360155974,7.350150637399235,25744.967951810373,583.9208914020875,48,1,16,Bruteforce
192.168.1.50,192.168.1.11,TCP,652553.2709627287,16,15,844.4868887944496,970.8316519670632,75.95928233339865,143.93984399186144,4929.020530043552,11.604983429128302,1,7,0,BENIGN
192.168.1.20,192.168.1.3,ICMP,798403.9337872418,14,10,1504.022183126805,2072.8285662290846,69.88761133322382,149.12983400170629,2725.798118779522,24.90242354383362,1,6,0,BENIGN
192.168.1.18,192.168.1.50,UDP,364223.7414884637,12,11,873.4087409971601,2135.559839716707,52.50998862482012,172.16586778760893,803.7375723500859,21.47221493318837,1,12,0,BENIGN
192.168.1.56,192.168.1.6,TCP,675430.7220940825,12,7,1744.7185019972874,1037.5505881883385,98.58359559676593,175.39147554315556,3346.403468147418,25.87673650141734,0,10,0,BENIGN
192.168.1.26,192.168.1.35,TCP,36016.57166970489,150,3,317.6402953755421,41.24826232875165,33.1060532884,21.426467976076786,76026.30089693291,29.73667193124993,41,3,18,PortScan
192.168.1.59,192.168.1.3,ICMP,710593.4080325018,12,10,1396.672410333126,940.667781876817,67.97973153399236,170.79141947115394,3423.0254396620458,28.217202109107276,1,8,0,BENIGN
192.168.1.4,192.168.1.5,UDP,628581.5530334918,9,11,888.0250965456498,1241.7988852783,105.4072226789713,120.3351275216871,3993.699391135734,32.91948298864402,4,6,0,BENIGN
192.168.1.3,192.168.1.48,TCP,30844.629859713044,142,0,343.2280338354376,25.875172613262897,23.159931117640568,30.189184563482964,77431.27098514479,543.5696288517651,47,2,19,DoS
192.168.1.6,192.168.1.47,TCP,330807.0464741497,9,9,636.8147484025855,1196.5724644772483,72.79980126095015,98.46519584402805,5269.790340493466,8.758176794155307,4,7,0,BENIGN
192.168.1.32,192.168.1.30,ICMP,24623.75175409235,155,7,322.8966392324888,93.68507045138647,24.631257301639312,14.436211111813932,62291.51873597613,463.79568148105693,35,0,18,PortScan
192.168.1.29,192.168.1.46,TCP,535440.6155883521,13,11,1149.8197003170646,2315.699162005894,43.4615067030223,112.29763012793838,1495.7552131849586,13.8015152107665,2,8,0,BENIGN
192.168.1.42,192.168.1.55,UDP,368704.8784756526,17,13,1218.9039683797155,1684.1019965553587,126.84523811544037,183.065936356934,1173.688805049168,17.42218285726326,1,7,1,BENIGN
192.168.1.13,192.168.1.27,ICMP,416781.0984812512,11,10,1288.1087554749276,1361.1031941926733,104.51200124188867,145.19727757974783,4872.193125693735,16.63165574191588,1,9,0,BENIGN
192.168.1.17,192.168.1.52,TCP,503667.308287968,24,10,967.7235720848034,1152.0658100242977,118.03323927033138,213.97522996311926,2226.2827076561985,27.313043545438475,1,9,0,BENIGN
192.168.1.19,192.168.1.59,TCP,392374.93666576594,12,9,1485.5179831158273,2111.4601942662766,154.18720650592655,145.84173446109307,3407.3574037874964,7.3883251402416175,1,9,0,BENIGN
192.168.1.6,192.168.1.2,UDP,429589.6489695914,14,12,1261.1426807902455,1213.4605607586655,90.5198732720015,135.96972556039984,2436.7654055513312,31.801292801642674,5,11,0,BENIGN
192.168.1.23,192.168.1.10,UDP,693654.3582776203,16,10,550.2615743327874,1860.5067751411955,81.01340929824818,186.45802686766956,1239.5939360831226,33.149342659297204,0,7,0,BENIGN
192.168.1.51,192.168.1.59,ICMP,576298.9314527148,15,10,1209.73837820271,2121.834631334482,99.85114293236843,163.906095664711,3617.8131911941746,12.230860234992726,1,13,0,BENIGN
192.168.1.35,192.168.1.32,UDP,20821.59164228609,154,3,348.8078203124037,75.44703792583852,36.772330036364274,27.33525664390112,21199.16221491346,347.7435410943583,39,3,18,Bruteforce
192.168.1.38,192.168.1.3,ICMP,337358.0598746963,19,13,798.0285315081294,1450.0164668130246,61.74078697026503,172.61012641571287,4376.6642444951485,25.845852225010056,1,5,0,BENIGN
192.168.1.27,192.168.1.2,UDP,258772.12831826878,12,6,1134.0554861628773,1940.5043107661209,110.47827989647391,156.90377807867617,4514.159620548646,29.807059854392563,1,9,1,BENIGN
192.168.1.31,192.168.1.11,ICMP,617377.7271008597,18,14,1456.1196811133525,984.8410611811787,108.56748732323368,204.81178620055772,2574.6650957430675,27.786414403663315,1,4,0,BENIGN
192.168.1.51,192.168.1.39,UDP,656829.841218452,15,10,1215.6208932871937,544.9386296002236,20.0,118.927033891867,1298.459084609729,31.951746397979765,0,9,0,BENIGN
192.168.1.16,192.168.1.22,UDP,547027.0771175292,16,11,1423.753390873299,1031.5765240623705,36.40844947831815,68.959342226945,4082.799002286524,20.92062306887368,0,9,0,BENIGN
192.168.1.17,192.168.1.59,TCP,530848.4960892348,11,12,1046.4179732529394,2316.288101779922,83.16732486403862,185.58298834646627,3281.551723333713,2.7126262648084847,2,3,0,BENIGN
192.168.1.8,192.168.1.55,UDP,405598.3084153405,16,14,1106.3336745292222,1232.4376909554524,96.87764573526206,139.83518244228372,2978.291889490835,25.708116467175522,1,5,0,BENIGN
192.168.1.27,192.168.1.5,ICMP,376716.234268544,22,8,1675.0505781247402,807.9380870614438,96.20369138259531,69.75486763716518,2948.3830754832848,36.30815851779188,1,6,1,BENIGN
192.168.1.14,192.168.1.29,ICMP,245356.6535722816,14,13,642.1731024589461,1461.9102801164295,61.382236426651495,159.47469268077728,2764.770017214535,10.661828926440318,0,13,0,BENIGN
192.168.1.22,192.168.1.30,UDP,301618.83000624814,10,12,1623.7257648687669,1098.8371468080181,97.04582909158935,167.73822886706446,2185.553383979538,17.721232278417908,1,7,0,BENIGN
192.168.1.45,192.168.1.11,ICMP,446298.6041163466,14,9,1427.4278383047924,1629.0974823299634,102.50430608556512,210.02172892352178,3774.755502082244,14.045366561983254,0,9,0,BENIGN
192.168.1.29,192.168.1.20,TCP,26464.646060902414,133,2,387.34842703528227,69.89973627832464,57.668823906314074,39.56732414405739,36318.63600262586,516.7872243341316,45,4,19,PortScan
192.168.1.17,192.168.1.48,TCP,408408.89055505546,12,11,1354.2170705904364,2021.0013030307814,40.95980355378465,199.56802304480283,4552.456526083688,19.854995999008082,0,12,0,BENIGN
192.168.1.38,192.168.1.47,ICMP,476052.75388669746,12,17,1456.4530505102675,1224.946702179331,90.55516214110166,149.19120941708428,3724.3516020485786,20.76142386081697,3,11,0,BENIGN
192.168.1.30,192.168.1.32,UDP,344412.3580601566,13,6,794.3978094620938,266.1837659669477,91.3926020358109,85.8979884305154,4265.7176050432445,21.416374199819224,2,7,0,BENIGN
192.168.1.46,192.168.1.43,UDP,273877.8200331838,9,12,880.4092582829095,1935.0075733205995,93.63374820177961,167.6617845741585,2208.234496682665,24.799852513921167,0,12,0,BENIGN
192.168.1.22,192.168.1.10,UDP,286735.6896429327,13,10,1192.737830730265,1054.9282917561213,139.5936322363059,160.49339979195238,2495.018239958629,11.248557698555546,1,11,0,BENIGN
192.168.1.29,192.168.1.39,ICMP,596677.1133023294,17,9,639.263416713025,720.0143223883207,74.54632287008147,124.76366225598807,2347.5263633098184,20.29777176069156,2,11,0,BENIGN
192.168.1.3,192.168.1.31,TCP,796458.31052468,11,7,1660.7546058186128,1552.482480548021,67.06692513503725,224.7964747328251,2800.901745217632,8.686848675323144,0,10,1,BENIGN
192.168.1.45,192.168.1.34,TCP,253132.52527786334,15,12,746.8520830347223,2759.6382603017682,157.86700642981842,104.05324243611203,3427.255026032617,5.981328309566846,1,6,0,BENIGN
192.168.1.6,192.168.1.19,ICMP,723123.5866883743,13,13,530.7161417936021,917.6743036489878,96.5332992501242,181.1184829379769,594.3825200491751,28.04452706414272,2,7,0,BENIGN
192.168.1.40,192.168.1.58,UDP,711675.0761223914,20,9,845.5056677322265,1548.1744360879475,89.31984410475576,205.91995682461834,3406.8274306271146,12.182285801551348,0,7,0,BENIGN
192.168.1.48,192.168.1.3,UDP,20544.99290295993,163,0,321.1652158370511,67.68678487409484,26.984075305824067,51.13604663438289,61952.3634121618,298.26737394231293,42,0,8,DDoS
192.168.1.33,192.168.1.42,UDP,761.2673152299976,165,2,334.4764962410228,76.11234331668959,37.42771423791051,14.31091644539086,10717.522410275255,606.1157163826036,38,0,10,Bruteforce
192.168.1.57,192.168.1.21,UDP,364683.3292728423,16,14,783.0204189004393,1538.6309135451181,94.67227393539571,42.85325324411497,5725.005618574077,24.42549231552139,1,11,0,BENIGN
192.168.1.5,192.168.1.35,ICMP,454328.32883802097,8,14,2039.926672910692,1485.1428498190714,106.5098744271768,86.73449654428096,3597.9358311869673,30.30448496083356,1,8,0,BENIGN
192.168.1.40,192.168.1.2,TCP,429736.14531508135,15,10,1003.5108621476397,1691.0103529399853,62.032160943732265,127.02182053211361,2216.922149658811,7.671590235577792,1,6,0,BENIGN
192.168.1.34,192.168.1.31,TCP,365790.94715662603,15,13,1550.8356558822938,1457.3889954748481,100.09029066700526,196.7316189395682,1974.7865072966604,27.193977314310793,0,13,1,BENIGN
192.168.1.50,192.168.1.44,ICMP,392089.4270469537,12,9,1941.2678794949923,1208.1923473289335,104.74561734961351,118.39817072915913,622.1238251304767,16.281960026555257,1,8,1,BENIGN
192.168.1.6,192.168.1.37,TCP,547639.2336247516,11,14,1801.7123969865472,2470.2512996399014,89.94318878901996,110.1710781644017,3726.165803120929,27.51673482349794,0,4,0,BENIGN
192.168.1.2,192.168.1.38,ICMP,505161.1243978291,13,11,1147.120493468246,1892.4762352140242,69.73442845724212,141.58708060798665,2110.141286935448,18.33648222205271,2,12,0,BENIGN
192.168.1.31,192.168.1.39,ICMP,551690.7357125536,11,10,1012.9285349692911,1947.3183006523748,94.28433910193681,122.88139525433888,3484.6325942772355,30.604508176466247,3,4,1,BENIGN
192.168.1.32,192.168.1.40,ICMP,28594.768958899043,171,1,333.421535884358,0.0,50.13261198357063,13.32893421331585,51140.75506962124,421.89638368122274,31,2,24,Bruteforce
192.168.1.3,192.168.1.25,ICMP,32026.09025747153,149,1,452.0885587277448,117.45217305927324,47.00640587280866,24.46893425297452,57924.53404082464,181.27940009724796,30,1,24,Botnet
192.168.1.58,192.168.1.29,ICMP,579604.0907037099,8,17,1267.9344290031613,2126.530501995259,102.72198714688973,135.8616856197133,3606.8088319906656,18.733063938239592,0,6,0,BENIGN
192.168.1.20,192.168.1.8,UDP,9258.755585320121,138,1,384.81374003020926,23.623101419389066,38.10796884938349,36.24681796492725,61547.89394084914,538.3860671735233,41,3,16,DDoS
